step,loss
1,2.45299435713521
100,0.2212588112328185
200,0.023341913488526097
300,0.0069223591193403695
400,0.004583160146651047
500,0.002197784635670431
600,0.0011793264406058108
700,0.0012021315033645386
800,0.0007132860337936411
900,0.0005797330569328749
1000,0.0003438372350455636
1100,0.0004466737956250179
1200,0.00043491926773498514
