step,loss
1,2.3974222393650386
400,0.2499657426707931
800,0.1407016389677711
1200,0.07667525974805965
1600,0.03367359547789532
2000,0.033015039698573306
2400,0.008016432311562708
2800,0.014002094008630334
3200,0.002298880394480706
3600,0.004583424826629505
4000,0.00656986584325695
4400,0.0012436995694791817
4800,0.0016203583955404625
