step,loss
1,6.618725442878458
100,3.3271744513136188
200,2.709520140203332
300,2.7882225031274794
400,2.3951643496698956
500,2.287676281063914
600,1.707463152787828
700,0.5983363284656371
800,0.054676605235975256
900,0.007845455820223562
1000,0.0031350152037128293
1100,0.002152495601603176
1200,0.0014985251416986538
