step,loss
1,5.543752873594878
250,0.6162390518020298
500,0.22838169004720887
750,0.08139123137024032
1000,0.0743388914859227
1250,0.00710399857787595
1500,0.0012075930353342887
1750,0.0007313091087045444
2000,0.0005214586777430431
2250,0.00041698777228412756
2500,0.00024258943987783455
2750,0.0001706739442031293
3000,0.00017200311535878345
