step,loss
1,6.93451101632718
250,2.7263856769420243
500,3.033338278496417
750,2.3327249107774284
1000,2.458920957116467
1250,2.6982946972395068
1500,2.3915420160622793
1750,2.2924663078339744
2000,2.3685314082336566
2250,2.40079759395182
2500,2.345140875805563
