step,loss
1,6.24202455090491
100,3.341188292121646
200,2.7510601245923096
300,2.0226993415381034
400,1.5866963551873052
500,1.3744488323212414
600,1.4889954919428015
700,1.008023067215857
800,1.1024780207377467
