step,loss
1,5.5476088130617445
100,2.778460125067616
200,2.0968952071868645
300,2.093820312350053
400,2.118933260752905
500,2.4254070292773555
600,1.7599036356401985
700,1.8257443963025504
800,1.7395084188558931
